platform,product,text,date
amazon,Amazon Alexa / Echo,"works very well, but the microphone don&#34;t pick up as well as the full size echo.  audio quality is okay for the size.",2026-03-12
amazon,Amazon Alexa / Echo,i bought two refurbished ones for work and home. they both work perfectly and appear brand new,2026-03-10
amazon,Amazon Alexa / Echo,amazon doesn't disappoint.,2026-03-04
amazon,Amazon Alexa / Echo,works great as a bt receiver with output connected to vintage stereo equipment.,2026-03-14
amazon,Amazon Alexa / Echo,"working great this far.  can't tell it's not new.  will edit for longevity in a year, that's the real test.",2026-03-16
amazon,Amazon Alexa / Echo,"this used “dot” works fine, it compliments my echo.",2026-03-12
amazon,Amazon Alexa / Echo,works like a new one.  can tell the difference from the new one i bough and the refurbished one.,2026-03-13
amazon,Amazon Alexa / Echo,well i’m a big fan of echoes these ones went i’m my bathrooms.  works just great as expected 👍🏾,2026-03-08
amazon,Amazon Alexa / Echo,purchased for my 83 year old mother-she loves talking to alexa! very responsive-can detect its “name” from all over the room.,2026-03-03
amazon,Amazon Alexa / Echo,this is just like new -- same performance as our brand new one; no problems.,2026-03-16
amazon,Amazon Alexa / Echo,the echo dot disconnects from the speaker about 12-20 times a day. do not buy the refurbished product.  2 stars for effort.,2026-03-03
amazon,Amazon Alexa / Echo,love it.  great product,2026-03-06
amazon,Amazon Alexa / Echo,it works good.  very satisfied,2026-03-01
amazon,Amazon Alexa / Echo,"i love alexa, but the sound on the dot is not the best. i own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a significant difference in sound. the dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. i was really disappointed. i returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also.",2026-03-13
amazon,Amazon Alexa / Echo,"took me awhile to get it connected. i'm not electronically savy but now that it is, i love it.",2026-03-07
amazon,Amazon Alexa / Echo,cant seem to get this thing to sink with my wireless not sure if i will be returning it will try one more time.,2026-03-05
amazon,Amazon Alexa / Echo,product stopped working after return time ran out,2026-03-16
amazon,Amazon Alexa / Echo,second dot work great for refurbishedthought it was new,2026-03-09
amazon,Amazon Alexa / Echo,love these guys they work so great,2026-03-16
amazon,Amazon Alexa / Echo,"i love this as a second &#34;alexa&#34; in our bedroom.  great for checking weather, for meditation music, and as a timer - perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.",2026-03-06
amazon,Amazon Alexa / Echo,i purchased this refurbished.  works just like brand new.  3 minute set up. very easy.  now i have echo dot that i can command to start playing music for my backyard deck sound system.,2026-03-11
amazon,Amazon Alexa / Echo,not substitute for the original.  the echo dot performs well but sound quality is poor.  to listen it has to be at the highest level 10.,2026-03-15
amazon,Amazon Alexa / Echo,love the echo dot. helps husband get netflix and other apps on our amazon fire tv.  no problems with it being refurbished. planning on getting another one for the amazon fire stick in bedroom.,2026-03-08
amazon,Amazon Alexa / Echo,"stopped working after 7 months. the warranty was only good for 3 months. i would have assumed an amazon product sold on amazon would have had higher standards than guaranteeing that it would work for 3 whole months. i mean what is this product supposed to be, a piece of junk?they offered my a 15% discount if i wanted to buy another one. why would i want to buy another one?",2026-03-11
amazon,Amazon Alexa / Echo,"just like new. no problems whatsoever, alexa. thank you.",2026-03-14
amazon,Amazon Alexa / Echo,i like my uncle. but sometime it goes a little haywire,2026-03-16
amazon,Amazon Alexa / Echo,bought this for my son and it didn’t work. he had to return it.,2026-03-09
amazon,Amazon Alexa / Echo,bought 2 and both quit connecting to wifi and responding to voice within 9 months. hard and soft reset will not fix the problem.,2026-03-10
amazon,Amazon Alexa / Echo,"i received my echo dot today in good condition, but be advised: i paid $29.99 for it and amazon has (as of this writing) raised the price to $39.99, so do your research before buying so you can get a good deal!set up with the dot went simple enough — plug it in, follow the app instructions... except initially it took a while to actually show up in my iphone’s wifi settings. i called amazon customer service, and i dunno what it is, but lately i’ve been getting terrible support. the guy that took my call just rambled off a (completely unhelpful) script and i ended up setting up the dot while he was in the middle of his spiel.i’m not sure if this is the norm or if it’s because this is refurbished, but the dot has a pretty finicky wifi range and randomly disconnects even though the app shows that the range of my 5ghz connection is strong. reconnecting is a pain each time as well.all that said, when alexa works, she works amazingly well. i don’t have a speaker hooked up to it, but one thing i really enjoy is the mic’s range and sensitivity. one of the more annoying limitations of apple’s siri is that when she’s playing audio through device speakers (music, podcasts, etc), the “hey siri” feature is all but useless. alexa has no problem hearing me over whatever is playing at the time, and with amazingly fast responsiveness too. i haven’t tried this with louder speakers yet, so i’m not sure if this will continue to hold true.setting up alexa to control all my wireless devices was a breeze, albeit with limitations — support for arlo devices is nil, and if you have special settings for your led devices (eg. rainbow effects), alexa can’t handle them, she only knows how to change solid colors and brightness levels.all in all, my rating would’ve been lower had i not gotten a decent price on this item. if the connectivity problems persist, i may have to exchange/return this item. i don’t want to though — alexa’s kind of growing on me.",2026-03-01
amazon,Amazon Alexa / Echo,i bought it because everyone was saying how much they love theirs. but i have no need for it. i only used it once. the volume was not loud enough for me when i played music while i was on my treadmill. so i rather use my tower speaker which is 3xs louder.,2026-03-07
amazon,Amazon Alexa / Echo,worked like new.  will do it again.,2026-03-12
amazon,Amazon Alexa / Echo,the second one which was a refurbished model did work-at least not in my home.,2026-03-12
amazon,Amazon Alexa / Echo,"very bad this device, i don’t know if it’s because is refurbished or what but it activated by itself , nobody is talking and he just activated and start talking. when you talk you have to yell super lauded",2026-03-10
amazon,Amazon Alexa / Echo,good as new!! just like brand new! save yourself some money. get one!,2026-03-11
amazon,Amazon Alexa / Echo,adding more rooms for convenience,2026-03-04
amazon,Amazon Alexa / Echo,"nice. it works good.some times is not easy to recognize your voice and you have to repeat several times, some time almost screaming.",2026-03-06
amazon,Amazon Alexa / Echo,"i took a chance on a certified refurbished unit for $29. looks brand new...no excuses or disappointments. 5 minute trouble-free set up! effortless bluetooth speaker connectivity through the alexa app on my iphone was flawless. listening to my favorite tunes through a bose bluetooth setup and couldn't be happier. walk through the door and just ask alexa to: &#34;play 80's music&#34; and viola... instant atmosphere! no more opening the ipad, going to settings, turning on bluetooth and then accessing the pandora app. it just makes things so effortless. a true joy right out of the box! if i didn't discover any other uses for this fine piece of technology it was worth every penny!",2026-03-08
amazon,Amazon Alexa / Echo,alexa's sister (my second dot),2026-03-13
amazon,Amazon Alexa / Echo,"love my alexa echo dot - i have two of them now - one new, one refurbished.  both work great and it has become my go to for sooo many things.  i love it as an alarm every morning or whenever.  i love it to play music or sounds of the ocean, or nature sounds when i am trying to sleep.  just love it for so many things.",2026-03-01
amazon,Amazon Alexa / Echo,"bought a refurb, and its works just as my new ones i bought prior! came in original packaging as well!",2026-03-11
amazon,Amazon Alexa / Echo,love it. it's like having a second wife.,2026-03-12
amazon,Amazon Alexa / Echo,so far not impressed at all. does not save groups correctly can not understand me most of the time i'm not sure what the excitement is all about. alexas voice sounds like it's under water how am i supposed to understand!!!!i'm going to return and try a google home!!!,2026-03-04
amazon,Amazon Alexa / Echo,works well and has no obvious issues from being refurbished.,2026-03-16
amazon,Amazon Alexa / Echo,"works great, can't tell it was refurbished and set up in kids mode.  i have 3 in my home and will be adding more. i love these things.",2026-03-15
amazon,Amazon Alexa / Echo,"great product, but useless overall. too many unnecessary features. unless you have a smart home you don't need it",2026-03-13
amazon,Amazon Alexa / Echo,worked just as good as the two new echo dots i preciously purchases.,2026-03-04
amazon,Amazon Alexa / Echo,i bought this for my mother and she is in love with it.she loves the guard dog feature.she says that it gives her a sense of security at night and when she leaves the house,2026-03-04
amazon,Amazon Alexa / Echo,i bought it mainly to be a speaker when playing music or videos on my phone. not working for me. read instructions but not working for me.,2026-03-02
amazon,Amazon Alexa / Echo,"bought two of them and both work great. i'm not much on electronics running my home, but alexa does all that i want and need to be done.",2026-03-16
amazon,Amazon Alexa / Echo,2nd one... more to come,2026-03-09
amazon,Amazon Alexa / Echo,blue light blinks all the time,2026-03-11
amazon,Amazon Alexa / Echo,fun and useful. we're still learning new tricks and useful functionalities. this is the future of human to computer interface and household automation. just like star trek! who knew it would be here so soon?,2026-03-08
amazon,Amazon Alexa / Echo,"works great to control the tv lights and various other devices. lately i've been using it when i wake up and don't know what time it is but don't want to open my eyes. just shout out &#34;alexa, what time is it?&#34; if i could just figure out how to get it to do house hold chores and walk the dogs it'd be golden! sound is not that great but with its size what can you expect. the echo plus has much better audio but that is what you get with the larger more expensive echo.",2026-03-14
amazon,Amazon Alexa / Echo,wasn't sure if i'd like this product but after having it for a little while i want one in every room! my daughter is constantly asking alexa how to spell words. we've barely tapped into all the things this product is capable of and i'm looking forward to learning all of its capabilities!,2026-03-14
amazon,Amazon Alexa / Echo,great product. works well,2026-03-08
amazon,Amazon Alexa / Echo,bought my first echo dot and loved it so i got this for work. absolutely love it!,2026-03-13
amazon,Amazon Alexa / Echo,works great with my existing smart home setup.,2026-03-07
amazon,Amazon Alexa / Echo,perfect. could not tell the difference from a new one.,2026-03-06
amazon,Amazon Alexa / Echo,i cant figure out how to use it.,2026-03-07
amazon,Amazon Alexa / Echo,good sometimes can’t hear well,2026-03-16
amazon,Amazon Alexa / Echo,"i was a little apprehensive about buying a refurbished electronic product, but with amazon's guarantee, thought i would try it. glad i did, and will probably buy another refurb product form amazon. i love the alexa products and have several. this one sits on my desk. has a small footprint, but has great sound and i use it daily. works great.",2026-03-08
amazon,Amazon Alexa / Echo,not bad bad speaker for sound,2026-03-01
amazon,Amazon Alexa / Echo,"this is a great device. we mainly use it to verbally add things to the shopping list, but occasionally use any number of the &#34;fun&#34; things you can program it to do, like go to red alert or make the tardis land (yes, we're a house of geeks... we even chose the wake-word to be &#34;computer&#34; instead of &#34;alexa&#34;. now we just need majel barret's voice and i will be in geek heaven.) ;)it's not as easy to get my premium spotify to work properly with it, and still not sure how we can get multiple music accounts attached so we can listen to different music in different rooms, but so far it's still been worth it. i am often asking it the time, the weather, it even gives us a news briefing. we also use it as an intercom system which has been really awesome. plus it's fun knowing the nsa is listening to everything.",2026-03-07
amazon,Amazon Alexa / Echo,i purchased this for my daughter and we all love this!!!! its amazing!! we love the games!,2026-03-11
amazon,Amazon Alexa / Echo,it doesn’t always  work,2026-03-06
amazon,Amazon Alexa / Echo,good as new! perfectly packaged and i have had zero issues with the dot.,2026-03-03
amazon,Amazon Alexa / Echo,love it! bought for my granddaughter who is 3 for her to play music and ask questions. she is entertained for hours! good buy in my honest opinion!,2026-03-03
amazon,Amazon Alexa / Echo,no issues...works and looks great!!!,2026-03-13
amazon,Amazon Alexa / Echo,this is a fun toy.  my daughter have me it.  it reads to me!,2026-03-09
amazon,Amazon Alexa / Echo,"refurbish echo dot received as new condition, as new packaging, no complaints. neat little gadget.(drives my wife nuts!)",2026-03-03
amazon,Amazon Alexa / Echo,"i received an echo as a gift, loved it so much i decided to get the dot for my bedroom. both very easy to set up but a big difference in the sound quality. i would still buy it again.",2026-03-01
amazon,Amazon Alexa / Echo,worked as advertised. thanks,2026-03-05
amazon,Amazon Alexa / Echo,all the new amazon products i have are great everything i bought refurbished is complete garbage. i will never purchase amazon refurbished again total dissatisfaction,2026-03-06
amazon,Amazon Alexa / Echo,works good.  microphone is not as good as the better echo products,2026-03-02
amazon,Amazon Alexa / Echo,took a little work to set up but i finally got it.  sound quality not the best but for what i got it for it works great.  i check weather and ask a few cooking questions in the kitchen with it.  i do play the radio on it when i want some music but will probably upgrade to the echo plus for better sound.,2026-03-12
amazon,Amazon Alexa / Echo,love alexa these are the best thing i have ever bought don't know how i ever lived with out these things amazing so happy with this product just wish it would use google to,2026-03-05
amazon,Amazon Alexa / Echo,i loved it it works great,2026-03-10
amazon,Amazon Alexa / Echo,extremely low in volume,2026-03-15
amazon,Amazon Alexa / Echo,"i had some trouble getting the program downloaded from my phone. i ended up using my computer. it is interesting that the answers come from wikipedia. however, i will give echo dot an &#34;a&#34; in the music playing department. i heard songs and music totally forgotten on the mainstream stations. also amusing when alexa responds, i don't know that. why does she think the yards of cotton fabric refer to football playing???? if i had paid full price for this gadget i would have been sorely disappointed. now it seems reasonable and a step above hal.",2026-03-11
amazon,Amazon Alexa / Echo,"brought to replace one that i moved and doesn't have the same range as my previous (non refurbished) unit. it would seldom be able to find the wi-fi and couldn't connect. got tired of hearing the message (&#34;trouble connecting...check the alexa app...&#34;) and just unplugged it. i went through the troubleshooting and reconnected it several times, it's just not as strong.",2026-03-05
amazon,Amazon Alexa / Echo,"if you want to listen to music and have it come through several of the echo/dot units simultaneously, you must pay a monthly fee. i thought this was amazon, not apple??!! i’ve paid for many of these so i could have one in each room, is that not enough of my money??!!??",2026-03-11
amazon,Amazon Alexa / Echo,"overall good device. it was bought for a workout room, and has issues reaching a volume that can be heard over a standard row machine. it could use a much better speaker.",2026-03-16
amazon,Amazon Alexa / Echo,works great and simple to set up. alexa is way more accurate than i imagined so im using it more than i thought. wish alarms could be set a bit further out but thats my only complaint.no she's not listening when you don't say the wake word so if you're worried you can lose the conspiracy theories. the speaker is great too so don't hold off on getting one if you were turned off by gen 1 like me.,2026-03-08
amazon,Amazon Alexa / Echo,the voice clarity has made my eavesdropping efforts so much easier - the government. :),2026-03-15
amazon,Amazon Alexa / Echo,"had a little trouble at the beginning until i replaced my old router and it works good except for current temperature and at times alexa will be off by as much as 10 degrees!  like when it was 91 degrees, alexa would say it was 81 degrees.  otherwise, everything works as expected and enjoy listening to music from amazon and my pandora stations and requesting my favorite song or recording artist.",2026-03-16
amazon,Amazon Alexa / Echo,i bought three of these and all three have worked flawlessly. if they weren't labeled as refurbished i wouldn't have known,2026-03-01
amazon,Amazon Alexa / Echo,"this device works perfectly and was a good price.  we love alexa and are having great fun with her.  the music is great and we get the radio stations we need for our morning traffic report.  i didn’t think i would enjoy having ai in the house, but it is fun, educational and entertaining even for people who aren’t tech savvy.",2026-03-05
amazon,Amazon Alexa / Echo,eh. it’s works on and off. half the time it does not respond when you say wake up name. other then that works fine,2026-03-06
amazon,Amazon Alexa / Echo,great little thing. works better than siri.,2026-03-15
amazon,Amazon Alexa / Echo,it’s amazing i love it,2026-03-11
amazon,Amazon Alexa / Echo,bought this for my son and he loves it.,2026-03-11
amazon,Amazon Alexa / Echo,"i own the first and second generation echo dot.  i think i prefer the volume ring of the first gen better than the buttons on the second gen, but still more than does the job and great for the price i got it for.  i'd still definitely recommend.",2026-03-10
amazon,Amazon Alexa / Echo,very fun to use and having morning briefing,2026-03-07
amazon,Amazon Alexa / Echo,arrived on time and works amazing!!!,2026-03-16
amazon,Amazon Alexa / Echo,"just like new, set-up was quick & easy.",2026-03-13
amazon,Amazon Alexa / Echo,"like new, good refurbishing",2026-03-04
amazon,Amazon Alexa / Echo,i like that it knows my music type.the least is that it isn't wireless and the volume is not that high.,2026-03-14
amazon,Amazon Alexa / Echo,"it works great, but the reason i'm leaving 3 stars is because it wont play unless it plugged in the whole time. pretty irritating especially when there is no outlet available.",2026-03-05
amazon,Amazon Alexa / Echo,i love it ita like having a personal assistant and computer and everything else in one.,2026-03-13
amazon,Amazon Alexa / Echo,"the problem i have with this item could just be my inexperience. i ordered the wrong thing, but then decided i’d set it up and use alexa. i was trying to replace a small bluetooth speaker in my bedroom. thought i could learn as i go. i downloaded the app, but never could get the echo to sync with my iphone. i’ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended.",2026-03-13
amazon,Amazon Alexa / Echo,working great and my daughter loves it!,2026-03-07
amazon,Amazon Alexa / Echo,"i wanted a white dot for my white bathroom.  the top is black as shown, which i knew, but i did not realize the cord and plug were also black. i wanted a white cord and plug.",2026-03-15
amazon,Amazon Alexa / Echo,i set up the echo dot and it worked for an hour and then died completely. do not buy refurbished!!!! i sent back for return the day after i received.,2026-03-02
amazon,Amazon Alexa / Echo,this echo dot is horrible. the volume on my phone is louder than than this device. my boss has one at this is not the case,2026-03-16
amazon,Amazon Alexa / Echo,overall it works very well. some connectivity issues but it was definitely worth the money!,2026-03-02
amazon,Amazon Alexa / Echo,have had no issues with this refurbished unit. it performed expected. i would buy another one if needed.,2026-03-14
amazon,Amazon Alexa / Echo,great for mom its inside an owlhead in her jacuzzi,2026-03-05
amazon,Amazon Alexa / Echo,works great - i put this in my son's room and use the drop in option to get his attention when he is gaming or watching tv.,2026-03-04
amazon,Amazon Alexa / Echo,it looked brand nrw!! i have nothing to.complain about!! i will defently be ordering more,2026-03-11
amazon,Amazon Alexa / Echo,it's ok. the speaker is pretty terrible. google home is a better product.,2026-03-04
amazon,Amazon Alexa / Echo,"i love this, answers all my stupid questions and tells me the weather for when i don’t get off the couch",2026-03-14
amazon,Amazon Alexa / Echo,the first one quit working shortly after i got it. the next one becomes unresponsive to my voice at times and the only way to get it to work is through the app. i am not sure if it just this dot or they are all this way.,2026-03-08
amazon,Amazon Alexa / Echo,bought this to go in my niece's room. you can't tell it's refurbished. it looks good and works like new.,2026-03-02
amazon,Amazon Alexa / Echo,device was not working. followed all instructions for alexa echo dot and it did not come on. very upsetting.,2026-03-12
amazon,Amazon Alexa / Echo,sent it back due to crackling noise and turning itself off and on - but what can you expect with a refurbished item?,2026-03-12
amazon,Amazon Alexa / Echo,best price we could find and it is so useful to have her around to answer questions. it is so handy to not have to find your phone. i also now have an intercom system.,2026-03-15
amazon,Amazon Alexa / Echo,i have never been more satisfied with a product. perfect introduction to alexa.,2026-03-09
amazon,Amazon Alexa / Echo,"works well, but the speaker is not so grand. getting another speaker to drop this into. in the future i would have just gone with the full size echo.",2026-03-15
amazon,Amazon Alexa / Echo,love our echo! thing the full size version sounds better though.,2026-03-11
amazon,Amazon Alexa / Echo,it has all i need for my life plans time date music,2026-03-09
amazon,Amazon Alexa / Echo,seems to have trouble hearing me when i say the wake word despite being trained to my voice... wonder if this has something to do with buying it refurbished. our google home mini has no problems hearing us 😬 and is much louder.,2026-03-04
amazon,Amazon Alexa / Echo,love it!  works perfectly!,2026-03-04
amazon,Amazon Alexa / Echo,i had a brand new echo dot and thought that the refurbished would be just as good. it was quite different from my expectations. refurbished unit did not even turn on and after a while i realized that the power adapter was faulty. there is no way for me to have amazon send me a power adapter by itself according to the return options. i love amazon and buy even my toilet paper through them but this was truly a let down.update: amazon contacted me and credited me enough to buy a new power adapter. this is why i shop on amazon. i can always trust them to deliver on their products.,2026-03-05
amazon,Amazon Alexa / Echo,i bought this for a family member as a gift. i called her to see how she likes it & she said she loves it‼️,2026-03-13
amazon,Amazon Alexa / Echo,"not very loud but quality and ease of use is great. sound is perfect for background music, would suggest 2-or more connected together if you’re trying to use for hosting a louder party",2026-03-07
amazon,Amazon Alexa / Echo,looked brand new works great. i love these echo dots and the refurbished ones are like new,2026-03-14
amazon,Amazon Alexa / Echo,my 2nd one and i use them all the time.,2026-03-04
amazon,Amazon Alexa / Echo,"is working like a  new one for now, l have another 3 alexa devices lm a fanatic",2026-03-05
amazon,Amazon Alexa / Echo,great price to extend the range and super value to dot offers. hooked up wireless speaker to use working outside.this dot made outdoor sound range possible without disturbing indoor light control possible,2026-03-09
amazon,Amazon Alexa / Echo,"amazingly fun. my daughter and i just asked questions on the first day. i have now set my daily alarm, weekend reminder, playlist, morning shows, random songs, daily bible verses, weather, and morning commute. it tells me which way to go dodging traffic. you have to get one. i don’t have it linked to my phone yet.",2026-03-13
amazon,Amazon Alexa / Echo,works perfect! there’s no difference at all between this refurb one and my new ones that i have in my house. i’ll be buying the refurbs from here on out,2026-03-13
amazon,Amazon Alexa / Echo,great product. wakes me up every morning on time!,2026-03-08
amazon,Amazon Alexa / Echo,like new.  no difference from new unused original.,2026-03-10
amazon,Amazon Alexa / Echo,"i have no complaints. as far as i know, these are exactly like new, just a little cheaper. great!",2026-03-10
amazon,Amazon Alexa / Echo,it works just as well as the new version i got as a discount with my echo speaker. i decided to purchase this version because amazon states it has the same warranty.,2026-03-06
amazon,Amazon Alexa / Echo,alexa is easy to operate and set up.  have had it for about 10 days now and love it.,2026-03-16
amazon,Amazon Alexa / Echo,great speaker with a lot of capabilities. very fun to learn how to use it.,2026-03-06
amazon,Amazon Alexa / Echo,i used the product for my phone to look up the weather and watch videos,2026-03-11
amazon,Amazon Alexa / Echo,"don’t use it for much as i thought we would. synced with kasa-cam and use it to check up on our baby in the crib a lot. lyrics for music is cool, too. other than that it’s used as a clock and standard dot’ish features.",2026-03-10
amazon,Amazon Alexa / Echo,amazing so far. just got it the other day.,2026-03-08
amazon,Amazon Alexa / Echo,"i like that it's smaller, but it has never understood commands as easily as our first-gen original echo did.",2026-03-03
amazon,Amazon Alexa / Echo,"worthy successor to the echo dot and right at home in the bed room as an alarm clock.  however, for the price it should come with the stand",2026-03-09
amazon,Amazon Alexa / Echo,"i love this device! all the functionality of an amazon echo with the added benefit of a video screen. it looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. i think it can do video calls too but i use facetime for that anyway. it’s a great shape and doesn’t take up a lot of room. i’m planning to get another one for my guest room. awesome for a great price!",2026-03-03
amazon,Amazon Alexa / Echo,i love the echo spot. this bedside alarm clock size device can do what theecho show can do. i was concerned because i already had a large echo in mybedroom that answered to “alexa” like the other devices in my home. i wasconcerned about having both devices answering at the same time when i discoveredthat i had other name choices (not enough for me but just enough to avoid confusion).i named him “echo.” now if i could only choose a male voice. i loved that i could link it tomy security camera and my new doorbell. so many more features. don’t forget to buy thestand/base. so many advantages to having that. read the reviews. highly recommend.,2026-03-13
amazon,Amazon Alexa / Echo,"i love this little spot more than i thought i would. the sound is great for such a little thing...my music plays nice and loud and clear. the video is terrific...i was watching some prime shows just for the heck of it, and i was really impressed. immediately convinced my mom to buy my sister one for her birthday!only thing that kept me from giving it 5 stars...i really wish it was cordless. i love having it in my kitchen but trying to find a place to plug it in is a pain. and it won’t connect to my bluetooth speaker while playing amazon prime music for some reason, which is a drag when i want to hear it in the dining room during dinner. of course, if it was cordless i could just bring it with me...otherwise, i absolutely love it and will probably buy another one!",2026-03-01
amazon,Amazon Alexa / Echo,"i bought on prime day and so glad i did. it’s easy to use and lots of customization options. i know some reviews said that the screen was small and hard to read, but i disagree.",2026-03-03
amazon,Amazon Alexa / Echo,honestly i like it but at the same time i don’t i could have bought a smaller one that did the exact same thing for less then half i bought it for the video chat and i have never really used it,2026-03-16
amazon,Amazon Alexa / Echo,"overall it's great and i like that i can see lyrics and the time and  date. however, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. resetting resolves the problem.",2026-03-01
amazon,Amazon Alexa / Echo,i love all that you can do with the echo spot!,2026-03-15
amazon,Amazon Alexa / Echo,the thing i like most about my echo spot is the voice command feature.  you can ask anything and get an answer or play any music without getting up to adjust the echo. easy to use,2026-03-15
amazon,Amazon Alexa / Echo,"love it!! perfect for an alarm clock replacement, plus so much more!!",2026-03-02
amazon,Amazon Alexa / Echo,"i love the echo spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!",2026-03-15
amazon,Amazon Alexa / Echo,we absolutely love this product!!! wish we would have bought this instead of the dots!!!,2026-03-03
amazon,Amazon Alexa / Echo,"we like that we are able to get weather and other information quickly.  you can even hear music played. the speaker is clear.  we are enjoying it.  what we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  the next day, i asked the echo to play music from the same artist not specifying any particular song.  the echo played the exact song by that same artist that my husband played on our stereo the day before.  it was a little disconcerting.",2026-03-12
amazon,Amazon Alexa / Echo,"i like echo spot. i bought it to use as an alarm clock. one negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. in this case a clock with buttons seems to work better",2026-03-12
amazon,Amazon Alexa / Echo,this is our second echo spot - to go with out two echo dots - love the look and how alexia responds.,2026-03-12
amazon,Amazon Alexa / Echo,it is very slow compared to the echo,2026-03-16
amazon,Amazon Alexa / Echo,i love the way it is designed. and you have choices for the face.  i use it for my bed side.  i drop in; on my echo in another part of the house frequently without yelling.,2026-03-09
amazon,Amazon Alexa / Echo,"terrific sound for a small device, and nice form factor for the nightstand. i like the convenience of seeing the time and temperature rather than asking alexa. not using video much, but it would be nice if the device had a square/rectangular screen.",2026-03-05
amazon,Amazon Alexa / Echo,new to alexa. like this spot a lot.,2026-03-10
amazon,Amazon Alexa / Echo,"it's not perfect, but i really like this little gizmo. i bought it primarily for 2 purposes. first, so i could set wake-up alarms by individual days, and set the wake-up music individually by the day. second, i wanted to control a bedroom light by voice, so i could shut it off as i was falling asleep, without having to get out of bed to turn a switch. the echo spot, together with a smart plug,has been able to accomplish that. a bonus has been getting alexa to play music from my amazon prime playlists.what's not so great is that sometimes alexa has a really hard time understanding instructions, and repeating and altering the way you say things can get pretty frustrating. hopefully the ai gets better in the future, along with added functions.",2026-03-08
amazon,Amazon Alexa / Echo,i love it.  it is so easy to use,2026-03-10
amazon,Amazon Alexa / Echo,put this on my night stand to use as a clock and alarm. works great. every morning i get the weather and news when i get up. also reminds me of all the appointments my wife and i have.,2026-03-06
amazon,Amazon Alexa / Echo,"part of it is my fault, i thought it could be wireless.  though for the price, i still feel like it should be. also the sound quality and volume could be better. i prefer the tap. unless you really want to have the call options but today most of us have phones, computers or ipads. just not worth it.",2026-03-11
amazon,Amazon Alexa / Echo,very easy to use and much quicker then looking up everything on the cell phone.,2026-03-11
amazon,Amazon Alexa / Echo,i love my new echo spot!,2026-03-15
amazon,Amazon Alexa / Echo,"i love this clock, i just have to tell it to set my alarm.  no more fussing with buttons!",2026-03-11
amazon,Amazon Alexa / Echo,couldn't be more pleased. amazon hit this one out of the park. looks great and runs great. love it!,2026-03-15
amazon,Amazon Alexa / Echo,responds easily and like the ability to do at night.,2026-03-02
amazon,Amazon Alexa / Echo,"simply amazing what a awsome device. it never ceases to amaze me, wake up to big bang music, go to sleep softly falling rain. drop in on the kids and keep in touch. i have just scratched the surface as to what this devise can do.",2026-03-10
amazon,Amazon Alexa / Echo,"i was skeptical at first but &#34;it&#34; grows on you.  it looks good, so far.  i did, however, turn off the camera.",2026-03-11
amazon,Amazon Alexa / Echo,sound quality is disappointing.,2026-03-08
amazon,Amazon Alexa / Echo,i love it!  i especially love that it is so small and does so much.  got rid of my old cd/alarm clock radio.  much more room on nightstand.,2026-03-14
amazon,Amazon Alexa / Echo,great sound and video plus all the great stuff that alexa has to offer even turns my lights on and off,2026-03-10
amazon,Amazon Alexa / Echo,the ease to use product,2026-03-09
amazon,Amazon Alexa / Echo,"so far pretty happy with the spot. for me it really is a glorified alarm clock/radio and i know i could have something more cost effective but eh, i like it. i had read the reviews about the scrolling issues and saw the one about how to make that stop and it did. so far so good.",2026-03-08
amazon,Amazon Alexa / Echo,"i am just entering the &#34;smart&#34; technology world. i haven't figured it all out yet, but so far it's pretty cool!",2026-03-03
amazon,Amazon Alexa / Echo,"it was smaller than i had anticipated, and when i say that i very much mean it. however, it still works very well! quality sound, easily programmed, easy to work with, but alexa is not anywhere as good as other voice programs.",2026-03-03
amazon,Amazon Alexa / Echo,"great deal, great product!",2026-03-06
amazon,Amazon Alexa / Echo,"i had a couple of echo dots previously - bought these _specifically_ for the ring doorbell video / cloud cam display / interface capabilities. was not disappointed. love the fact that i can ask to see front yard / back yard / front door, etc.the video chat with the other rooms is also quite cool.bonus: “alexa show me ant man trailer, etc”i know this can all be done on laptop/desktop, but it’s cool now having an ‘appliance’ that’s always just there, and it doesn’t interrupt what i’m doing.",2026-03-01
amazon,Amazon Alexa / Echo,"bought this for my bedroom and the show for my living room. love them both. the spot is perfect for bedside and has an impressive design. shows lyrics, photos , etc. i paired it with a smart plug for the bedroom lamps &#34;alexa, turn off lights&#34;, love it.",2026-03-08
amazon,Amazon Alexa / Echo,love that is can do so much! it sits on my nightstand! only improvements i would make is having battery back up capability and the screen could be a tad bigger. but overall i’m happy i have it! would recommend!,2026-03-15
amazon,Amazon Alexa / Echo,it was a gift and the recipient love love loves it 😍💋💋💋💋❤!,2026-03-14
